ID,Category
جشن پسح در پانزدهم ماه نیسان و به مناسبت خروج بنی اسرائیل از مصر٬ جشن شاووعوت در ششم ماه سیوان و به مناسبت دریافت ده فرمان اساسی تورا در کوه سینای و جشن سوکوت در پانزدهم ماه تیشری به مناسبت چهل سال زندگی بنی اسرائیل در بیابان برگزار می‌گردد. امروزه این مناسبتها به‌صورت تعطیلات مذهبی، اجرای مراسم ویژه و خواندن نمازها یا تفیلا با متن ویژه این عیدها برگزار می‌شوند. دو روز اول و آخر هر عید، تعطیل مذهبی بوده و هر گونه عزاداری و تعنیت یا روزه در آن ممنوع است.[۲],Persian
دان بروس در سال ۱۹۶۵ و بعد از اینکه یهودی تبار بودن او علنی شد خودکشی کرد. او با شلیک دو گلوله به سینه و سپس سر، به زندگی خود پایان داد. گزارش شده که در هنگام مرگ به موسیقی واگنر گوش می‌داده است.دان بروس، فرزند جرج و استر بروس، در محله کویینز شهر نیویورک به دنیا آمد. در دبیرستان هوش او بالاتر از حد متوسط ارزیابی شد و او در بیشتر درس‌ها استعداد زیادی نشان می‌داد. بروس ورزشکار نبود و دید چشمش ضعیف بود.,Persian
آرنا پو ۲۲٫۳ کیلومترمربع مساحت و ۱٬۵۹۵ نفر جمعیت دارد و ۶۱ متر بالاتر از سطح دریا واقع شده‌است.,Persian
موتور آن ۱۸۰۰ سی‌سی است.,Persian
۳۵۷ (میلادی) سیصد و پنجاه و هفتمین سال تقویم میلادی است.,Persian
این روستا در دهستان حومه‌شرقی قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۲۱ نفر (۵خانوار) بوده‌است.,Persian
جمعیت آن در حدود ۹۵۰۹ هزار نفر می‌باشد.,Persian
از فیلم‌هایی که وی در آن نقش داشته است می‌توان به بلندی و دره اشاره کرد.وی همچنین برنده جوایزی همچون جایزه نگار شده است.,Persian
فیلم‌برداری اصلی در فوریه سال ۲۰۲۰، در کانادا آغاز شد.[۶] در مارس همان سال، به دلیل دنیاگیری کووید-۱۹ و محدودیت‌های صنعت در سراسر جهان، فیلم‌برداری متوقف شد.[۷][۸][۹] در نوامبر سال ۲۰۲۰، دیزنی اعلام کرد که تمام فیلم‌های خود که توسط ویروس کرونا به تعویق افتاده بود، فیلم‌برداری را از سر گرفتند و در برخی موارد فیلم‌برداری اصلی را به پایان رساندند.[۱۰],Persian
از فیلم‌هایی که وی در آن‌ها نقش داشته است، می‌توان به خانه پوشالی اشاره نمود.,Persian
تکواژها از به‌هم‌پیوستن واج‌ها (کوچکترین بخشهای گفتار) ساخته می‌شوند و تکواژها را نمی‌توان به واحدهای دستوری کوچک‌تر بخش کرد. تکواژها را به دو دسته بخش می‌کنند: تکواژ آزاد و تکواژ وابستهدر دانش زبان‌شناسی تکواژها را معمولاً میان دو ابرو قرار می‌دهند. مانند: {کن}، {من},Persian
بدنام‌ترین منطقه در برانکس، خیابان «هانتس پوینت» (به انگلیسی: Hunts Point) نام دارد. این خیابان به‌خاطر میزان بالای تن‌فروشی و اعتیاد در آن، با نام مستعار «منطقهٔ چراغ قرمز نیویورک‌سیتی» معروف شده‌است.[۲],Persian
"شاهدخت آکیکو میکاسا (به ژاپنی: 彬子女王, Akiko Joō) (متولد ۲۰ دسامبر ۱۹۸۱) فرزند اول و بزرگترین دختر شاهزاده توموهیتو میکاسا است. او همچنین اولین نوهٔ دختر شاهزاده میکاسا است.",Persian
در ادبیات اقوام ترک‌زبان آسیای مرکزی هزاران واژهٔ فارسی می‌یابید. یک شعر قرون وسطایی در زبان ترکی به‌ویژه زبان ازبکی ده‌ها ترکیب فارسی دارد برای نمونه بیت «لیلی سر زلف شانه می‌کرد/ مجنون دُر اشک دانه می‌کرد» به صورت «لَیلی سر زلف شانه ای‌دور/ مجنون در اشک دانه ای‌دور» در زبان ازبکی ترجمه شده‌است. در کتابخانهٔ ابوریحان بیرونی در ازبکستان ۴۳ هزار نسخهٔ خطی نگهداری می‌شود که ۳۹ هزار تای آن‌ها به زبان فارسی است.[۵] بسیاری از واژگان زبان عربی از طریق زبان فارسی وارد زبان ازبکی شده‌اند. واژگان زبان ازبکی به شدت از زبان پارسی و لهجه‌های آن یعنی تاجیکی و دری اثر پذیرفته‌است.[۶][۷]«ازبکی» یک اصطلاح نوظهور است و امروزه به جای اصطلاح «ترکی» در ازبکستان استفاده می‌شود. تا سال ۱۹۰۴ به مانند سایر زبان‌های آسیای مرکزی، ازبکی نیز با خط عربی نوشته می‌شد. از ۱۹۲۴ تا ۱۹۴۰ از الفبای لاتین استفاده شد و از ۱۹۴۰ تا ۲۰۰۲ نیز از الفبای کریل برای نگارش آن استفاده شد و از سال ۲۰۰۲ به بعد نیز دوباره الفبای لاتین مخصوص ازبکی مورد استفاده قرار گرفت.,Persian
فوبوس ۱ در مسیر مریخ دچار خرابی ترمینال شد. فوبوس ۲ به مدار مریخ رسید، اما قبل از استقرار برنامه ریزی شده، قبل از مرحله نهایی ارتباطش قطع شد. فوبوس ۱ و ۲ از طرح فضاپیمای جدیدی برخوردار بودند و جانشین نوع مورد استفاده در مأموریت‌های سیاره‌ای ونرا در سال‌های ۱۹۷۵–۱۹۸۵ شدند که آخرین بار در مأموریت‌های وگا ۱ و وگا ۲ به دنباله‌دار هالی استفاده شد. وزن هر یک از آنها ۲۶۰۰ کیلوگرم بود.اهداف مأموریت‌های فوبوس:,Persian
علیرغم این که دو سال بعد از گم شدن هواپیما، امیلیا ارهارت فوت شده اعلام شد، هنوز کسانی هستند که به دنبال او می‌گردند.[۴] ناپدید شدن او یکی از اسرارآمیزترین حوادث تاریخ هوایی است.[۵]ارهارت در کانزاس به دنیا آمد و بزرگ شد. مادرش آمی، پدرش رادیون و خواهرش موریل نام داشتند. در نوجوانی در جنگ جهانی اول به صورت داوطلبانه به‌عنوان پرستار مشغول به خدمت شد. پس از مدتی او نزد یک مربی پرواز زن به نام آنیتا اسنوک در لانگ بیچ کالیفرنیا به آموزش پرواز پرداخت. سپس یک هواپیما خرید و نام آن را قناری گذاشت. او در اکتبر سال ۱۹۲۲ رکورد جهانی را شکست و رکورد بلندترین ارتفاع پرواز زنان را به دست آورد.[۶],Persian
قدر مطلق سیارک برابر ۱۵.۵ است.[۳],Persian
قدر مطلق سیارک برابر ۳۵.۴ است.[۳],Persian
از باشگاه‌هایی که در آن بازی کرده‌است می‌توان به باشگاه فوتبال ۱.اف‌اف‌سی توربین پوتسدام و باشگاه فوتبال زنان فرایبورگ اشاره کرد.وی همچنین در تیم‌های ملی فوتبال زنان آلمان بازی کرده‌است.,Persian
۴۰۵ (میلادی) چهارصد و پنجمین سال تقویم میلادی است.,Persian
جوانی به علت معاشرت با دوستان ناباب به سمت قماربازی کشیده شده و همه دارایی‌هایش را از دست می‌دهد و از فرزندش نیز جدا می‌افتد و پسرش هم به گدایی می‌افتد. پس از سالها و در حالیکه مرد در اثر سانحه‌ای نابینا شده‌است پدر و پسر یکدیگر را پیدا کرده و زندگی جدیدی را شروع می‌کنند.,Persian
این روستا در دهستان بهمئی سرحدی شرقی قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۲۳۱ نفر (۵۲خانوار) بوده‌است.,Persian
گاه کمک‌های عثمانی به آچه (واقع در در سوماترا، اندونزی امروزی) در سال ۱۵۶۹ نیز به عنوان بخشی از این گسیل‌ها در نظر می‌گیرند. هرچند که این گسیل‌ها نظامی نبودند.[۱],Persian
کیروف در سال ۱۹۳۴ توسط لئونید نیکلائف ترور شد. مرگ او آغازی بود برای پاکسازی بزرگ دوران ژوزف استالین.وی همچنین برنده جوایزی همچون نشان لنین و درجه پرچم سرخ شده است.,Persian
