ID,Category
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" قطعه‌ای از یکی دیگر از خواننده‌های قدیمی به نام روح‌انگیز را برایتان انتخاب کرده‌ایم. قطعه ""عهدشکن"" با شعری از حسین گل‌گلاب و آهنگی از پرویز ایران‌پور را بشنوید.",Persian
سازمان گزارشگران بدون مرز ایران را بزرگترین زندان زنان روزنامه‌نگار و شهروندخبرنگار اعلام کرده است. شیوا نظرآهاری فعال حقوق زنان درباره علت فشارهای جدید بر زنان روزنامه‌نگار با دویچه‌وله گفت و گو کرده است.,Persian
فوتسال در آلمان بر خلاف فوتبال یک رشته ورزشی نوپا است. در حالی که ایران جزو قدرت‌های اصلی فوتسال جهان به شمار می‌رود، این رشته ورزشی در آلمان تازه در حال رشد است. یکی از چهره‌های مطرح فوتسال باشگاهی آلمان هم دروازه‌بان سابق تیم ملی ایران است که در آلمان تقاضای پناهندگی کرده است.,Persian
تیم ملی بسکتبال ایران پس از شکست مقابل تیم‌های ملی پورتوریکو و تونس از صعود به جمع ۱۶ تیم برتر جام جهانی ۲۰۱۹ چین بازماند. تیم ایران پس از دیدار با تیم اسپانیا، در مرحله بعدی به دیدار تیم‌های فیلیپین و آنگولا می‌رود. ,Persian
بایرن مونیخ در هفته ۳ بوندس‌لیگا با پیروزی ۶ بر یک مقابل ماینتس اقتدار خود را به نمایش گذاشت. اف ث کلن و اونیون برلین نخستین پیروزی خود را تجربه کردند. بوروسیا دورتموند مقابل اونیون برلین متحمل شکستی دور از انتظار شد.,Persian
در پادکست ورزشی دویچه وله فارسی در گفت‌وگو با رضا طاهری، کارشناس بسکتبال و داور پیشین بسکتبال در آلمان که در محل برگزاری جام جهانی در شهر گوانجو در کشور چین حضور دارد، به بررسی وضعیت تیم ملی بسکتبال ایران پرداخته‌ایم.,Persian
حسن روشن، پیشکسوت فوتبال ایران که در پی شکایت مدیرعامل پیشین استقلال از وی، محکوم به تحمل ۷۴ ضربه شلاق شده است، در گفت‌وگو با دویچه وله فارسی تاکید می‌کند که حرف حق را بیان کرده و حاضر به اجرای این حکم است. ,Persian
"""میثاق با ولایت"" از زاویه‌ کمتر دیده شده، خوش و بش شیخین، سامانه ""باور ۳۷۳"" یا قطب گردشگری، سعید جلیلی؛ گهی زین به پشت و تصاویر دست​چین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.",Persian
"پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" مخصوص تبریزی‌ها و همه کسانی است که به این شهر زیبا علاقه‌مند هستند. این هفته شما را با صدای صنم عبدالعظیم‌زاده آشنا می‌کنیم که ترانه‌ای به نام ""تبریز"" خوانده است. ",Persian
همزمان با بحث‌های رهبران هفت کشور صنعتی درباره مهم‌ترین مسایل جهان، عکس‌های منتشر شده از حواشی دیدار آنان نیز بحث‌برانگیز و جنجالی شده است.,Persian
بسیم قومورلو در ایران به عنوان هنرمند در عکاسی سیاه و سفید شناخته شده است. سوژه‌های او همواره درباره جامعه و طبیعت بودند. او در آلمان کارش را بر عکاسی از طبیعت متمرکز کرده و با دویچه وله در این باره به گفت‌وگو نشسته است.,Persian
"ایرانی‌های ساکن آلمان به مزاح فروشگاه‌های زنجیره‌ای ""آلدی"" (Aldi) را بخاطر قیمت‌های مناسب ""امید مستضعفان"" می‌نامند. چگونه برادران آلبرشت توانستند نه تنها آلمان را میان خود تقسیم کنند، بلکه به کمپانی جهانی تبدیل شوند؟",Persian
بایرن مونیخ و دورتموند که از مدعیان قهرمانی بوندس‌لیگا محسوب می‌شوند، هفته دوم این رقابت‌ها را با موفقیت پشت سر گذاشتند. لورکوزن، مونشن‌گلادباخ، فرایبورگ، لایپزیگ، ولفسبورگ و هوفن‌هایم دیگر تیم‌های موفق این هفته بودند.,Persian
تیم تکواندو دانشگاه آزاد اسلامی به عنوان نماینده ایران در جام جهانی ۲۰۱۹ تکواندو چین به مقام قهرمانی دست یافت. سمیرا شیرمردی خبرنگار ورزشی در تهران در پادکست ورزشی دویچه وله از جزئیات این کامیابی برای ورزش ایران می گوید.,Persian
در سپتامبر ۱۹۸۹ کوتاه زمانی پیش از فروپاشی اتحاد جماهیر شوروی، تاریخ بالتیک رقم خورد. میلیونها نفر در سه کشور استونی، لیتوانی و لتونی در روز ۲۳ اوت به خیابان آمده و با خواست استقلال از شوروی، زنجیره انسانی تشکیل دادند.,Persian
فصل جدید لیگ برتر فوتبال ایران با دیدار افتتاحیه میان پرسپولیس و پارس جنوبی و همچنان با ادامه ممنوعیت ورود زنان به استادیوم‌های فوتبال در ایران آغاز می‌شود. گفت‌وگو در این باره با حمید درخشان سرمربی پیشین پرسپولیس.,Persian
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" صدای نیراعظم رومی را بشنوید که از خوانندگان زن معروف در دهه ۱۳۳۰ در ایران بود. از او ۲۰ صفحه گرامافون و تنها یک عکس بر جای مانده است. ",Persian
"تظاهرات گروهی از ایرانیان مقیم سوئد در اعتراض به سفر محمد‌جواد ظریف، وزیر خارجه ایران، در دومین روز حضور وی، در مقابل وزارت خارجه سوئد، پارلمان و موسسه ""سیپریس"" در روز چهارشنبه ۳۰ مرداد (۲۱ اوت) ادامه یافت. ",Persian
"افشاگری‌های مازیار ابراهیمی که مجبور شده بود در تلویزیون ایران به جاسوسی برای اسرائیل و ترور دانشمندان هسته‌ای ""اعتراف"" کند، رسوایی تازه‌ای برای جمهوری اسلامی به بار آورد. او در گفت‌وگو با دویچه وله پرتو تازه‌ای بر روش‌های سازمان‌های اطلاعاتی ایران برای اعتراف‌گیری و ""دستگیری جاسوسان"" انداخته است.",Persian
بایرن مونیخ در هفته اول بوندس‌لیگا در خانه خود تنها به تساوی مقابل هرتا برلین دست یافت. بوروسیا دورتموند در مصاف با آگسبورگ اقتدارش را به نمایش گذاشت. آر بی لایپزیگ نیز در آخرین دیدار هفته ۱ اونیون برلین را شکست داد. ,Persian
